categoria	caso	pais	es_legal	norma	notas
categoria_2	categoria_2_caso_3	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. Existe una excepción que permite a archivos o bibliotecas reproducir una sola copia por razones de seguridad y preservación, siempre que la obra se encuentre agotada, descatalogada y en peligro de desaparecer. Sin embargo, la ley mexicana prevé derechos conexos específicos para productores de videogramas y no existen excepciones aplicables a esos derechos para este escenario. Ver: Artículo 148.V (reproducción con fines de preservación en bibliotecas y archivos), Artículo 137 (derechos de productores de videogramas).
categoria_2	categoria_2_caso_3	Nicaragua	gratis	Ley 312	SÍ, ES LEGAL. Existe una excepción que permite a las bibliotecas y servicios de archivo, cuyas actividades no persigan directa ni indirectamente un provecho comercial, reproducir un ejemplar aislado de una obra que forme parte de su colección permanente a fin de conservarlo o de reemplazarlo, si el ejemplar en cuestión ha sido perdido, destruido o se ha hecho inutilizable, a condición de que no sea posible adquirir tal ejemplar en un tiempo y bajo condiciones razonables. No se detectó la existencia de derechos conexos sobre videogramas. Ver: Artículo 35 (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_3	Panamá	gratis	Ley 64	SÍ, ES LEGAL. Existe una excepción que permite la reproducción individual de una obra por bibliotecas o archivos que no tengan fines de lucro, cuando el ejemplar se encuentre en su colección permanente, para preservarlo y sustituirlo en caso de necesidad, o para sustituir en la colección permanente de otra biblioteca o archivo un ejemplar que se haya extraviado, destruido o inutilizado, siempre que no resulte posible adquirir tal ejemplar en un plazo y condiciones razonables. Las mismas limitaciones aplicables a los derechos de autor aplican a los derechos conexos sobre obras audiovisuales previstos en este escenario. Ver: Artículo 69 (reproducción con fines de preservación en bibliotecas y archivos), Artículo 121 (limitaciones a los derechos conexos).
categoria_2	categoria_2_caso_3	Paraguay	no	Ley 1328	NO ES LEGAL. Existe una excepción que permite la reproducción individual de una obra por bibliotecas o archivos públicos que no tengan fines de lucro, cuando el ejemplar se encuentre en su colección permanente, para preservar dicho ejemplar y sustituirlo en caso de extravío, destrucción o inutilización, o para sustituir un ejemplar en la colección permanente de otra biblioteca o archivo, siempre que no resulte posible adquirir tal ejemplar en un plazo y condiciones razonables. Esta excepción no cubre el escenario porque solamente aplica a las reproducciones realizadas en "bibliotecas o archivos públicos", mientras que este escenario refiere a un archivo privado. Ver: Artículo 39(2) (reproducción con fines de preservación en bibliotecas y archivos públicos).
categoria_2	categoria_2_caso_3	Perú	no	Decreto Legislativo 822	NO ES LEGAL. Existe una excepción que permite la reproducción individual de una obra por bibliotecas o archivos públicos que no tengan directa o indirectamente fines de lucro, cuando el ejemplar se encuentre en su colección permanente, para preservar dicho ejemplar y sustituirlo en caso de extravío, destrucción o inutilización, o para sustituir un ejemplar en la colección permanente de otra biblioteca o archivo, siempre que no resulte posible adquirir tal ejemplar en un plazo y condiciones razonables. Esta excepción no cubre el escenario porque solamente aplica a las reproducciones realizadas en "bibliotecas o archivos públicos", mientras que este escenario refiere a un archivo privado. Ver: Artículo 43 (reproducción con fines de preservación en bibliotecas y archivos públicos).
categoria_2	categoria_2_caso_3	República Dominicana	no	Ley 65-00	NO ES LEGAL. Existe una excepción que permite a las bibliotecas públicas reproducir, para el uso exclusivo de sus lectores y cuando ello sea necesario para su conservación o para el servicio de préstamos a otras bibliotecas, también públicas, una copia de obras protegidas, depositadas en sus colecciones o archivos, que se encuentren agotadas en el mercado local e internacional. Esta excepción no cubre el escenario porque solamente aplica a las reproducciones realizadas en "bibliotecas públicas", mientras que este escenario refiere a un archivo privado. Ver: Artículo 38 (reproducción con fines de preservación en bibliotecas públicas).
categoria_2	categoria_2_caso_3	Uruguay	no	Ley 9739	NO ES LEGAL. No existe ninguna excepción al derecho de reproducción que permita a un archivo o biblioteca realizar copias de obras con fines de preservación (en este caso copias digitales).
categoria_2	categoria_2_caso_3	Venezuela	gratis	Ley sobre el Derecho de Autor	SÍ, ES LEGAL. Existe una excepción que permite la reproducción individual de una obra por bibliotecas o archivos que no tengan fines de lucro, cuando el ejemplar se encuentre en su colección permanente, para preservar dicho ejemplar y sustituirlo en caso de necesidad o para sustituir un ejemplar en la colección permanente de otra biblioteca o archivo, siempre que no resulte posible adquirir tal ejemplar en un plazo y condiciones razonables. Las mismas limitaciones aplicables a los derechos de autor aplican a los derechos conexos que puedan surgir de este escenario. Ver: Artículo 44(4) (reproducción con fines de preservación en bibliotecas y archivos), Artículo 91 (limitaciones a los derechos conexos).
categoria_2	categoria_2_caso_4	Argentina	no	Ley 11723	NO ES LEGAL. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad).
categoria_2	categoria_2_caso_4	Bolivia	no	Ley 1322	NO ES LEGAL. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad).
categoria_2	categoria_2_caso_4	Brasil	no	Ley 9610	NO ES LEGAL. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad).
categoria_2	categoria_2_caso_4	Chile	no	Ley 17336	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia cuando ello sea necesario para su conservación. Debido a su alcance acotado a fines de conservación, no aplicaría a este escenario. Existe otra excepción que permite a las bibliotecas efectuar la reproducción electrónica de obras de su colección para ser consultadas en terminales de la institución. Esta excepción no aplicaría a este escenario porque limita la puesta a disposición a terminales localizadas dentro de la biblioteca. No existen excepciones que cubran los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 71.K (puesta a disposición en terminales en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	Colombia	no	Ley 23	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca pública realice una reproducción en una sola copia cuando ello sea necesario para su conservación. Debido a su alcance acotado a fines de conservación, no aplicaría a este escenario. Existe otra excepción que permite la puesta a disposición de obras por parte de bibliotecas a través de terminales instaladas en sus propios locales. Esta excepción no aplicaría a este escenario porque limita la puesta a disposición de copias digitales a terminales localizadas dentro de la biblioteca. No existen excepciones que cubran los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Ley 23 Artículo 38 (reproducción en una sola copia en un archivo o biblioteca pública), Ley 1915 Artículo 16(c) (puesta a disposición en terminales de archivos o bibliotecas).
categoria_2	categoria_2_caso_4	Costa Rica	no	Ley 6683	NO ES LEGAL. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad).
categoria_2	categoria_2_caso_4	Cuba	no	Ley 14	NO ES LEGAL. Existe una excepción que permite reproducir una obra por un procedimiento fotográfico u otro análogo, cuando la reproducción la realice una biblioteca (entre otros) y siempre que se haga con carácter no lucrativo y que la cantidad de ejemplares se limite estrictamente a las necesidades de una actividad específica. Podría interpretarse que esta excepción cubre las reproducciones digitales de forma amplia, pero no cubriría los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 38 (reproducciones en una biblioteca, un centro de documentación, una institución científica o un establecimiento de enseñanza).
categoria_2	categoria_2_caso_4	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Existe una excepción que permite que una biblioteca o archivo pueda realizar actos de reproducción electrónica y comunicación pública de obras de su colección para ser consultadas gratuita y simultáneamente hasta por un número razonable de usuarios, solo en terminales de redes de la respectiva institución o para usuarios de esa institución bajo su control, en condiciones que garanticen que no se puedan hacer copias electrónicas de esas reproducciones. Esta excepción cubre los actos de reproducción digital (digitalización/carga y descarga de copias), así como los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 212.9.ii (puesta a disposición en terminales y préstamo digital controlado en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	El Salvador	no	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 45(d) (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	Guatemala	no	Decreto 33-98 y modificativas	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 64(b) (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	Honduras	no	Decreto 4-99-E	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en condiciones razonables. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 35 (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia con fines de seguridad o preservación. Debido a su alcance acotado a fines de seguridad o preservación, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 148.V (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	Nicaragua	no	Ley 312	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 35 (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	Panamá	no	Ley 64	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 69 (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_4	Paraguay	no	Ley 1328	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca pública realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 39(2) (reproducción con fines de preservación en bibliotecas y archivos públicos).
categoria_2	categoria_2_caso_4	Perú	no	Decreto Legislativo 822	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca pública realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 43 (reproducción con fines de preservación en bibliotecas y archivos públicos).
categoria_2	categoria_2_caso_4	República Dominicana	no	Ley 65-00	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca pública realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 38 (reproducción con fines de preservación en bibliotecas públicas).
categoria_2	categoria_2_caso_4	Uruguay	no	Ley 9739	NO ES LEGAL. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad).
categoria_2	categoria_2_caso_4	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. Existe una excepción que prevé la posibilidad de que una biblioteca realice una reproducción en una sola copia cuando ello sea necesario para preservar un ejemplar o sustituirlo cuando no resulte posible adquirirlo en plaza. Debido a su alcance acotado a fines de preservación y sustitución, no aplicaría a este escenario. No existen excepciones que cubran los actos de reproducción digital (digitalización/carga y descarga de copias) ni los actos de puesta a disposición a demanda y comunicación a distancia necesarios para brindar este tipo de "préstamo digital controlado" (aunque se trate de actos sujetos a limitaciones tanto tecnológicas como de disponibilidad). Ver: Artículo 44(4) (reproducción con fines de preservación en bibliotecas y archivos).
categoria_2	categoria_2_caso_5	Argentina	no	Ley 11723	NO ES LEGAL. Existe una excepción que permite la inclusión de hasta 1000 palabras de una obra literaria o científica u ocho compases de obras musicales en una nueva obra, con fines científicos o didácticos. Esta excepción parece excluir la posibilidad de citar imágenes (el arte de tapa en este escenario), y no queda claro que la expresión "fines científicos o didácticos" incluya la finalidad de apoyo a los usuarios en la búsqueda de información que persigue la biblioteca. No existen otras excepciones que cubran los actos de reproducción digital, así como la puesta a disposición y comunicación en línea de fragmentos de texto y de imágenes de tapa de obras literarias, que realiza la biblioteca. Ver: Artículo 10 (comentario, crítica, obras didácticas, antologías).
categoria_2	categoria_2_caso_5	Bolivia	no	Ley 1322	NO ES LEGAL. Existe una excepción que permite la cita, entendiéndose por cita la inclusión, en una obra propia, de cortos fragmentos de obras ajenas en la medida justificada por el fin que se persigue. Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa porque refiere a "fragmentos de obra" y no a una imagen completa. Ver: Artículo 24 (cita).
categoria_2	categoria_2_caso_5	Brasil	gratis	Ley 9610	SÍ, ES LEGAL. Existe una excepción que permite la reproducción de pequeños fragmentos de obras de cualquier naturaleza o de una obra integral, cuando se trate de artes plásticas. También hay otra excepción que permite citas de pasajes de cualquier obra en libros, periódicos, revistas o cualquier otro medio, con fines de estudio, crítica o polémica. Si consideramos al "catálogo online" como una obra independiente, estas excepciones cubrirían los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de texto (índices) y de las imágenes de tapas de libros, que realiza la biblioteca en este escenario. Ver: Artículo 46.III (citas), Artículo 46.​​VIII (reproducción de pequeños fragmentos en otra obra).
categoria_2	categoria_2_caso_5	Chile	no	Ley 17336	NO ES LEGAL. Existe una excepción que permite la inclusión de breves fragmentos de una obra con fines de cita (entre otros fines). Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa porque refiere a "fragmentos de obra" y no a una imagen completa. Ver: Artículo 71.B (citas).
categoria_2	categoria_2_caso_5	Colombia	no	Ley 1915 y Ley 23	NO ES LEGAL. Existe una excepción que permite citar a un autor transcribiendo los pasajes necesarios, pero no cubre la cita de imágenes. Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa. Ver: Artículo 31 (cita por transcripción).
categoria_2	categoria_2_caso_5	Costa Rica	no	Ley 6683	NO ES LEGAL. Existe una excepción que permite citar a un autor, transcribiendo los pasajes pertinentes de una obra. Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa porque refiere a "fragmentos de obra" y no a una imagen completa. Ver: Artículo 70 (cita).
categoria_2	categoria_2_caso_5	Cuba	gratis	Ley 14	SÍ, ES LEGAL. Existe una excepción que permite reproducir citas o fragmentos en forma escrita, sonora o visual, con fines de enseñanza, información, crítica, ilustración o explicación. Si consideramos al "catálogo online" como una obra independiente, esta excepción parece lo suficientemente amplia para cubrir los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices) y también de las imágenes de tapa, que realiza la biblioteca en este escenario. Ver: Artículo 38(a) (citas).
categoria_2	categoria_2_caso_5	Ecuador	gratis	Código Ingenios	SÍ, ES LEGAL. Hay una excepción que permite citar fragmentos de obras ajenas de naturaleza escrita y también obras de carácter plástico, fotográfico, figurativo o similar. Si consideramos al "catálogo online" como una obra independiente, esta excepción parece lo suficientemente amplia para cubrir los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices) y también de las imágenes de tapa, que realiza la biblioteca en este escenario. Ver: Artículo 212.1 (inclusión a título de cita o con fines de análisis, comentario o valoración crítica o con fines docentes o de investigación).
categoria_2	categoria_2_caso_5	El Salvador	no	Ley de Propiedad Intelectual (modificada por el Decreto Legislativo 611)	NO ES LEGAL. Existe una excepción que permite realizar citas de obras "en forma breve" en la medida justificada por el fin que se persiga. Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa porque la referencia a citar "en forma breve" difícilmente aplicaría a una imagen completa. Ver: Artículo 46 (citas).
categoria_2	categoria_2_caso_5	Guatemala	gratis	Decreto 33-98 y modificativas	SÍ, ES LEGAL. Existe una excepción que permite incluir, a título de cita, en una obra propia, fragmentos de obras ajenas (incluyendo obras de carácter fotográfico u otras análogas). Si consideramos al "catálogo online" como una obra independiente, esta excepción parece lo suficientemente amplia para cubrir los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices) y también de las imágenes de tapa, que realiza la biblioteca en este escenario. Ver: Artículo 66(d) (inclusión en un trabajo propio).
categoria_2	categoria_2_caso_5	Honduras	no	Decreto 4-99-E	NO ES LEGAL. No hay una excepción de cita. No existen otras excepciones que cubran los actos de reproducción digital, así como la puesta a disposición y comunicación en línea de fragmentos de textos y de imágenes de tapa de obras literarias, que realicen las bibliotecas o archivos con fines de ilustración o apoyo en la búsqueda de información de sus usuarios.
categoria_2	categoria_2_caso_5	México	no	Ley Federal del Derecho de Autor	NO ES LEGAL. Hay una excepción que permite las citas pero no incluye la cita de imágenes, sino que solo se aplica a los textos. Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa. Ver: Artículo 148.I (cita de textos).
categoria_2	categoria_2_caso_5	Nicaragua	gratis	Ley 312	SÍ, ES LEGAL. Existe una excepción que permite la cita de un fragmento de obras ajenas, así como la cita de obras aisladas de carácter plástico o fotográfico. Si consideramos al "catálogo online" como una obra independiente, esta excepción parece lo suficientemente amplia para cubrir los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices) y también de las imágenes de tapa, que realiza la biblioteca en este escenario. Ver: Artículo 32 (reproducción de fragmentos para análisis, comentario o juicio crítico).
categoria_2	categoria_2_caso_5	Panamá	gratis	Ley 64	SÍ, ES LEGAL. Existe una excepción que permite realizar citas de obras en la medida que lo justifique el fin que se persiga. Si consideramos al "catálogo online" como una obra independiente, esta excepción parece lo suficientemente amplia para cubrir los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices) y también de las imágenes de tapa, que realiza la biblioteca en este escenario. Ver: Artículo 70 (citas).
categoria_2	categoria_2_caso_5	Paraguay	gratis	Ley 1328	SÍ, ES LEGAL. Existe una excepción que permite citar obras en la medida justificada por el fin que se persiga. Si consideramos al "catálogo online" como una obra independiente, esta excepción parece lo suficientemente amplia para cubrir los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices) y también de las imágenes de tapa, que realiza la biblioteca en este escenario. Ver: Artículo 40 (citas).
categoria_2	categoria_2_caso_5	Perú	gratis	Decreto Legislativo 822	SÍ, ES LEGAL. Hay una excepción que permite citas de obras en la medida justificada por el fin que se persiga. Si consideramos al "catálogo online" como una obra independiente, esta excepción parece lo suficientemente amplia para cubrir los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices) y también de las imágenes de tapa, que realiza la biblioteca en este escenario. Ver: Artículo 44 (citas).
categoria_2	categoria_2_caso_5	República Dominicana	no	Ley 65-00	NO ES LEGAL. Existe una excepción que permite citar a un autor transcribiendo los pasajes necesarios. Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa porque la referencia a citar "transcribiendo los pasajes necesarios" difícilmente aplicaría a una imagen. Ver: Artículo 31 (citas).
categoria_2	categoria_2_caso_5	Uruguay	no	Ley 9739	NO ES LEGAL. Existe una excepción que permite las transcripciones hechas con propósitos de comentarios, críticas o polémicas. Al referir a "transcripciones", esta excepción parece excluir la posibilidad de citar imágenes (el arte de tapa en este escenario) y no queda claro que la expresión "propósitos de comentarios, críticas o polémicas" incluya el propósito de apoyo a los usuarios en la búsqueda de información que persigue la biblioteca. No existen otras excepciones que cubran los actos de reproducción digital, así como la puesta a disposición y comunicación en línea de fragmentos de texto y de imágenes de tapa de obras literarias, que realiza la biblioteca en este escenario. Ver: Artículo 45(4) (citas).
categoria_2	categoria_2_caso_5	Venezuela	no	Ley sobre el Derecho de Autor	NO ES LEGAL. Existe una excepción que permite la cita de partes de una obra dentro de una obra original en la cual el autor haya empleado el idioma como medio de expresión. Esta excepción parece excluir la posibilidad de citar imágenes. Si consideramos al "catálogo online" como una obra independiente, esta excepción cubriría los actos de reproducción digital y, de forma implícita, la puesta a disposición y comunicación en línea de fragmentos de los textos (índices), que realiza la biblioteca en este escenario. En cuanto a las imágenes de tapa, encontramos que deben analizarse de forma independiente a las obras en las que están incorporadas (libros), porque involucran otros derechos (de ilustradores, fotógrafos, etc). En este caso encontramos que la excepción no cubriría la reproducción de imágenes de tapa. Ver: Artículo 46 (citas).
categoria_2	categoria_2_caso_6	Argentina	no	Ley 11723	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Bolivia	no	Ley 1322	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
categoria_2	categoria_2_caso_6	Brasil	no	Ley 9610	NO ES LEGAL. No existe ninguna excepción que permita a un archivo o biblioteca importar (mediante reventa, trueque o donación) una copia (original) de una obra legalmente adquirida por una institución homóloga de otro país, aunque dicha copia no se venda en el mercado nacional.
