name	category	state	exception	norm1	norm1_description	norm1_link	norm1_linkDescription	norm2	norm2_description	norm2_link	norm2_linkDescription	norm3	norm3_description	norm3_link	norm3_linkDescription	norm4	norm4_description	norm4_link	norm4_linkDescription	norm5	norm5_description	norm5_link	norm5_linkDescription
Ecuador	Fines educativos	suficiente	Reproducciones	Código Ingenios Artículo 212 num. 14 y 15	Artículo 212. Actos que no requieren autorización para su uso.- Sin perjuicio de lo dispuesto en el artículo anterior, de conformidad con la naturaleza de la obra, los instrumentos internacionales de los que Ecuador es parte y los principios de este Código, no constituirá violación de los derechos patrimoniales del titular de derechos, aquellos casos determinados en el presente artículo, siempre que no atenten contra la normal explotación de las obras y no causen perjuicio injustificado a los legítimos intereses del titular o titulares de los derechos. En este sentido, los siguientes actos no requieren la autorización del titular de los derechos ni están sujetos a remuneración alguna: (...) 14. La anotación y registro, inclusive por medios técnicos no audiovisuales, con fines de uso personal de lecciones y conferencias dictadas en universidades, escuelas politécnicas, institutos superiores técnicos y tecnológicos, colegios, escuelas, centros de educación y capacitación en general, y otras instituciones de enseñanza, por parte de aquellos a quienes dichas lecciones y conferencias van dirigidas. Las mencionadas anotaciones y registros no podrán ser objeto de comercialización o uso público alguno sin autorización del titular de los derechos; 15. La reproducción con fines de enseñanza o para la realización de exámenes en instituciones educativas de artículos lícitamente publicados en periódicos o colecciones periódicas, o breves fragmentos o extractos de obras lícitamente publicadas, u obras plásticas aisladas, a condición de que tal utilización no sea objeto de venta u otra transacción a título oneroso. Las obras mencionadas en el inciso anterior se podrán utilizar en el curso de procesos de estudio o aprendizaje presencial, semi-presencial, dual, en línea y a distancia, siempre que se destine exclusivamente a los alumnos de las respectivas clases.	https://wipolex.wipo.int/es/text/439410	Enlace a la norma																
México	Fines educativos	insuficiente	Reproducciones	Ley Federal del Derecho de Autor Artículo 148 IV	Artículo 148. Las obras literarias y artísticas ya divulgadas podrán utilizarse, siempre que no se afecte la explotación normal de la obra, sin autorización del titular del derecho patrimonial y sin remuneración, citando invariablemente la fuente y sin alterar la obra, sólo en los siguientes casos: (...) IV. Reproducción por una sola vez, y en un sólo ejemplar, de una obra literaria o artística, para uso personal y privado de quien la hace y sin fines de lucro. Las personas morales no podrán valerse de lo dispuesto en esta fracción salvo que se trate de una institución educativa, de investigación, o que no esté dedicada a actividades mercantiles; 	https://wipolex.wipo.int/en/text/579009	Enlace a la norma																
Panamá	Fines educativos	insuficiente	Reproducciones	Ley 64 Artículo 69 num. 1	Artículo 69. También en relación con las obras ya divulgadas lícitamente se permite sin autorización del autor: 1. La reproducción por medios reprográficos de artículos o breves extractos de obras breves lícitamente publicadas, exclusivamente para la enseñanza o la realización de exámenes en el seno de instituciones educativas, siempre que no haya fines de lucro directos o indirectos, en cuanto lo justifique el objetivo perseguido y a condición de que tal utilización se haga conforme a los usos honrados; 	https://www.wipo.int/edocs/lexdocs/laws/es/pa/pa043es.pdf	Enlace a la norma																
Paraguay	Fines educativos	suficiente	Reproducciones	Ley 1328 Artículo 39 num. 1	Artículo 39. Respecto de las obras ya divulgadas, es permitida sin autorización del autor ni pago de remuneración: la reproducción por medios reprográficos, para la enseñanza o la realización de exámenes en instituciones educativas, siempre que no haya fines de lucro y en la medida justificada por el objetivo perseguido, de artículos o de breves extractos de obras lícitamente publicadas, a condición de que tal utilización se haga conforme a los usos honrados; 	https://wipolex.wipo.int/es/text/129429	Enlace a la norma																
Perú	Fines educativos	suficiente	Reproducciones	Decreto Legislativo 822 Artículo 42	Artículo 42. Las lecciones dictadas en público o en privado, por los profesores de las universidades, institutos superiores y colegios, podrán ser anotadas y recogidas en cualquier forma, por aquellos a quienes van dirigidas, pero nadie podrá divulgarlas o reproducirlas en colección completa o parcialmente, sin autorización previa y por escrito de los autores.	https://wipolex.wipo.int/en/text/506917	Enlace a la norma	Decreto Legislativo 822 Artículo 43 a	Artículo 43. Respecto de las obras ya divulgadas lícitamente, es permitida sin autorización del autor: a. La reproducción por medio reprográfico, digital u otro similar para la enseñanza o la realización de exámenes en instituciones de enseñanza, siempre que no haya fines de lucro y en la medida justificada por el objetivo perseguido, de artículos, discursos, frases originales, poemas unitarios, o de breves extractos de obras o del íntegro de obras aisladas de carácter plástico y fotográfico, lícitamente publicadas y a condición de que tal utilización se haga conforme a los usos honrados (cita obligatoria del autor) y que la misma no sea objeto de venta u otra transacción a título oneroso, ni tenga directa o indirectamente fines de lucro.	https://wipolex.wipo.int/en/text/506917	Enlace a la norma												
Uruguay	Fines educativos	no existe	Reproducciones																				
Argentina	Fines educativos	no existe	Selección de lecturas																				
Brasil	Fines educativos	no existe	Selección de lecturas																				
Chile	Fines educativos	no existe	Selección de lecturas																				
Colombia	Fines educativos	no existe	Selección de lecturas																				
Ecuador	Fines educativos	suficiente	Selección de lecturas	Código Ingenios Artículo 212 num. 1 inc. 2	Artículo 212. Actos que no requieren autorización para su uso.- Sin perjuicio de lo dispuesto en el artículo anterior, de conformidad con la naturaleza de la obra, los instrumentos internacionales de los que Ecuador es parte y los principios de este Código, no constituirá violación de los derechos patrimoniales del titular de derechos, aquellos casos determinados en el presente artículo, siempre que no atenten contra la normal explotación de las obras y no causen perjuicio injustificado a los legítimos intereses del titular o titulares de los derechos. En este sentido, los siguientes actos no requieren la autorización del titular de los derechos ni están sujetos a remuneración alguna: 1. (...) Las recopilaciones periódicas efectuadas en forma de reseñas o revista de prensa tendrán la consideración de citas;	https://wipolex.wipo.int/es/text/439410	Enlace a la norma																
México	Fines educativos	no existe	Selección de lecturas																				
Panamá	Fines educativos	no existe	Selección de lecturas																				
Paraguay	Fines educativos	no existe	Selección de lecturas																				
Perú	Fines educativos	no existe	Selección de lecturas																				
Uruguay	Fines educativos	no existe	Selección de lecturas																				
Argentina	Fines educativos	no existe	Enseñanza en Línea																				
Brasil	Fines educativos	no existe	Enseñanza en Línea																				
Chile	Fines educativos	insuficiente	Enseñanza en Línea	Ley 17336 Artículo 71 M	Artículo 71 M. Es lícito, sin remunerar ni obtener autorización del autor, reproducir y traducir para fines educacionales, en el marco de la educación formal o autorizada por el Ministerio de Educación, pequeños fragmentos de obras o de obras aisladas de carácter plástico, fotográfico o figurativo, excluidos los textos escolares y los manuales universitarios, cuando tales actos se hagan únicamente para la ilustración de las actividades educativas, en la medida justificada y sin ánimo de lucro, siempre que se trate de obras ya divulgadas y se incluyan el nombre del autor y la fuente, salvo en los casos en que esto resulte imposible.	http://bcn.cl/2no8k	Enlace a la norma	Ley 17336 Artículo 71 Q	Artículo 71 Q. Es lícito el uso incidental y excepcional de una obra protegida con el propósito de crítica, comentario, caricatura, enseñanza, interés académico o de investigación, siempre que dicha utilización no constituya una explotación encubierta de la obra protegida. La excepción establecida en este artículo no es aplicable a obras audiovisuales de carácter documental.	http://bcn.cl/2no89	Enlace a la norma												
Colombia	Fines educativos	no existe	Enseñanza en Línea																				
Ecuador	Fines educativos	suficiente	Enseñanza en Línea	Código Ingenios Artículo 212 num. 15	Artículo 212. Actos que no requieren autorización para su uso.- Sin perjuicio de lo dispuesto en el artículo anterior, de conformidad con la naturaleza de la obra, los instrumentos internacionales de los que Ecuador es parte y los principios de este Código, no constituirá violación de los derechos patrimoniales del titular de derechos, aquellos casos determinados en el presente artículo, siempre que no atenten contra la normal explotación de las obras y no causen perjuicio injustificado a los legítimos intereses del titular o titulares de los derechos. En este sentido, los siguientes actos no requieren la autorización del titular de los derechos ni están sujetos a remuneración alguna: (...) 15. La reproducción con fines de enseñanza o para la realización de exámenes en instituciones educativas de artículos lícitamente publicados en periódicos o colecciones periódicas, o breves fragmentos o extractos de obras lícitamente publicadas, u obras plásticas aisladas, a condición de que tal utilización no sea objeto de venta u otra transacción a título oneroso. Las obras mencionadas en el inciso anterior se podrán utilizar en el curso de procesos de estudio o aprendizaje presencial, semi-presencial, dual, en línea y a distancia, siempre que se destine exclusivamente a los alumnos de las respectivas clases.	https://wipolex.wipo.int/es/text/439410	Enlace a la norma																
México	Fines educativos	no existe	Enseñanza en Línea																				
Panamá	Fines educativos	no existe	Enseñanza en Línea																				
Paraguay	Fines educativos	no existe	Enseñanza en Línea																				
Perú	Fines educativos	insuficiente	Enseñanza en Línea	Decreto Legislativo 822 Artículo 41 c	Artículo 41. Las obras del ingenio protegidas por la presente ley podrán ser comunicadas lícitamente, sin necesidad de la autorización del autor ni el pago de remuneración alguna, en los casos siguientes: (...) c. Las verificadas con fines exclusivamente didácticos, en el curso de las actividades de una institución de enseñanza por el personal y los estudiantes de tal institución, siempre que la comunicación no persiga fines lucrativos, directos o indirectos, y el público esté compuesto exclusivamente por el personal y estudiantes de la institución o padres o tutores de alumnos y otras personas directamente vinculadas con las actividades de la institución. En caso de que la comunicación, comprendida la puesta a disposición, verse sobre obras reproducidas en virtud de lo establecido en el inciso a del artículo 43 de la presente ley, el público deberá estar limitado al personal y estudiantes de la institución de enseñanza.	https://wipolex.wipo.int/en/text/506917	Enlace a la norma	Decreto Legislativo 822 Artículo 43 a	Artículo 43. Respecto de las obras ya divulgadas lícitamente, es permitida sin autorización del autor: a. La reproducción por medio reprográfico, digital u otro similar para la enseñanza o la realización de exámenes en instituciones de enseñanza, siempre que no haya fines de lucro y en la medida justificada por el objetivo perseguido, de artículos, discursos, frases originales, poemas unitarios, o de breves extractos de obras o del íntegro de obras aisladas de carácter plástico y fotográfico, lícitamente publicadas y a condición de que tal utilización se haga conforme a los usos honrados (cita obligatoria del autor) y que la misma no sea objeto de venta u otra transacción a título oneroso, ni tenga directa o indirectamente fines de lucro. 	https://wipolex.wipo.int/en/text/506917	Enlace a la norma												
Uruguay	Fines educativos	no existe	Enseñanza en Línea																				
Argentina	Fines educativos	suficiente	Elusión de DRM 	No existe regulación sobre evasión de medidas de protección tecnológica (DRM) 																			
Brasil	Fines educativos	no existe	Elusión de DRM 																				
Chile	Fines educativos	no existe	Elusión de DRM 																				
Colombia	Fines educativos	suficiente	Elusión de DRM 	Ley 1915 Artículo 13 parágrafo 4	Artículo 13. Excepciones a la responsabilidad por la elusión de las medidas tecnológicas. Las excepciones a la responsabilidad consagrada en los literales a) y b) del artículo anterior son las siguientes, las cuales serán aplicadas en consonancia con los parágrafos de este artículo. (...) Parágrafo 4º- Las medidas tecnológicas adoptadas para restringir usos no autorizados que protegen cualquier derecho de autor o cualquier derecho conexo podrán ser eludidas cuando el uso de una obra, interpretación o ejecución, fonograma o emisión, esté amparado en una limitación o excepción establecida en la ley o cuando se trate de la reproducción, por cualquier medio, de una obra literaria o científica, ordenada u obtenida por el interesado en un solo ejemplar para su uso privado y sin fines de lucro. En virtud de este parágrafo, las medidas tecnológicas no podrán ser eludidas en el ejercicio de la limitación y excepción consagrada en el artículo 44 de la Ley 23 de 1982.	http://derechodeautor.gov.co:8080/documents/10181/182597/LEY+1915+DEL+12+DE+JULIO+DE+2018.pdf/e29d68a7-1250-4204-a0dd-6c511130d912	Enlace a la norma																
Ecuador	Fines educativos	suficiente	Elusión de DRM 	Código Ingenios Artículo 130	Artículo 130. De la elusión de medidas tecnológicas.- Los usuarios que requieran ejercer una limitación o excepción a los derechos de autor y derechos conexos de conformidad con este Código, podrán eludir, neutralizar, o dejar sin efecto las medidas tecnológicas de que trata este Parágrafo, ello sin perjuicio de las acciones administrativas o judiciales a las que hubiere lugar.	https://wipolex.wipo.int/es/text/439410	Enlace a la norma																
México	Fines educativos	insuficiente	Elusión de DRM 	Ley Federal del Derecho de Autor Artículo 114 quater IV	Artículo 114 Quáter. No se considerarán como violación de la presente Ley aquellas acciones de elusión o evasión de una medida tecnológica de protección efectiva que controle el acceso a una obra, interpretación o ejecución, o fonograma protegidos por esta Ley, cuando: (...) IV. El acceso por parte del personal de una biblioteca, archivo o una institución educativa o de investigación, cuyas actividades sean sin fines de lucro, a una obra, interpretación o ejecución, o fonograma al cual no tendrían acceso de otro modo, con el único propósito de decidir si se adquieren ejemplares de la obra, interpretación o ejecución, o fonograma;	https://wipolex.wipo.int/en/text/579009	Enlace a la norma																
Panamá	Fines educativos	insuficiente	Elusión de DRM 	Ley 64 Artículo 146 num. 1 y 3	Artículo 146. No obstante lo dispuesto en los artículos precedentes, es lícito eludir un dispositivo técnico de autotutela que controle el acceso a una obra, interpretación o ejecución o fonograma, o emisiones protegidos por esta Ley, únicamente en los casos enumerados en el artículo 145 yen los siguientes casos, siempre y cuando no menoscaben la adecuada protección legal o la efectividad de los recursos legales contra la elusión de medidas tecnológicas efectivas: 1. El acceso por parte de bibliotecas, archivos o instituciones educativas sin fines de lucro a una obra, interpretación o ejecución o fonograma a la cual no tendrían acceso de otro modo, con el único fin de tomar decisiones sobre adquisiciones; (...) 3. Los usos no infractores de una obra, interpretación o ejecución o fonograma, protegidos por esta Ley, en una clase particular de obras, interpretaciones o ejecuciones o fonogramas, teniendo en cuenta la existencia de evidencia sustancial de un impacto adverso real o potencial en aquellos usos no infractores;	https://www.wipo.int/edocs/lexdocs/laws/es/pa/pa043es.pdf	Enlace a la norma																
Paraguay	Fines educativos	no existe	Elusión de DRM 																				
Perú	Fines educativos	insuficiente	Elusión de DRM 	Decreto Legislativo 822 Artículo 196 B III, IV y VI	Artículo 196B. No están comprendidos en los alcances del artículo 196A [sobre Elusión de medidas tecnológicas efectivas] los siguientes actos de elusión: (...) III. actividades de buena fe no infractoras autorizadas por el titular de una computadora, sistema de cómputo o red de cómputo con el único fin de probar, investigar o corregir la seguridad de dicha computadora, sistema de cómputo o red de cómputo; IV. acceso por parte de bibliotecas, archivos o instituciones educativas sin fines de lucro a una obra, interpretación o ejecución o fonograma a la cual no tendrían acceso de otro modo, con el único fin de tomar decisiones sobre adquisiciones; y (...) VI. Usos no infractores de una obra, interpretación o ejecución o fonograma, en una clase particular de obras, interpretaciones o ejecuciones o fonogramas, señalados por la Dirección de Derecho de Autor del INDECOPI, u órgano equivalente, en informes de hasta cuatro años de validez que demuestren la existencia de evidencia sustancial de un impacto adverso real o potencial en aquellos usos no infractores.	https://wipolex.wipo.int/en/text/506917	Enlace a la norma																
Uruguay	Fines educativos	no existe	Elusión de DRM 																				
Argentina	Bibliotecas y archivos	no existe	Préstamo público																				
Brasil	Bibliotecas y archivos	no existe	Préstamo público																				
Chile	Bibliotecas y archivos	suficiente	Préstamo público	Ley 17336 Artículo 18 lit.e inc. 2	Artículo 18. Sólo el titular del derecho de autor o quienes estuvieren expresamente autorizados por él, tendrán el derecho de utilizar la obra en alguna de las siguientes formas: (...) e) La distribución al público mediante venta, o cualquier otra transferencia de propiedad del original o de los ejemplares de su obra que no hayan sido objeto de una venta u otra transferencia de propiedad autorizada por él o de conformidad con esta ley. Con todo, la primera venta u otra transferencia de propiedad en Chile o el extranjero, agota el derecho de distribución nacional e internacionalmente con respecto del original o ejemplar transferido.	https://www.bcn.cl/leychile/navegar?idNorma=28933&idParte=8636864	Enlace a la norma																
Colombia	Bibliotecas y archivos	suficiente	Préstamo público	Ley 1915 Artículo 16 lit. b y c	Artículo 16. Limitaciones y excepciones al derecho de autor y los derechos conexos. Sin perjuicio de las limitaciones y excepciones establecidas en la Decisión Andina 351 de 1993, en la Ley 23 de 1982 y en la Ley 1680 de 2013, se crean las siguientes: (...) b) El préstamo sin ánimo de lucro, por una biblioteca, archivo o centro de documentación ·de copias o ejemplares de obras, interpretaciones o ejecuciones artísticas, fonogramas y emisiones fijadas, siempre que figuren en las colecciones permanentes de esta o hagan parte de un programa de cooperación bibliotecaria y hubiesen sido lícitamente adquiridas. c) La puesta a disposición por parte de bibliotecas, archivos o centros de documentación, a través de terminales especializados instalados en sus propios locales, para fines de investigación o estudio personal de sus usuarios, de obras, fonogramas, grabaciones audiovisuales y emisiones fijadas, lícitamente adquiridas y que no estén sujetas a condiciones de adquisición o licencia.	http://derechodeautor.gov.co:8080/documents/10181/182597/LEY+1915+DEL+12+DE+JULIO+DE+2018.pdf/e29d68a7-1250-4204-a0dd-6c511130d912	Enlace a la norma																
Ecuador	Bibliotecas y archivos	suficiente	Préstamo público	Código Ingenios Artículo 125	Artículo 125. Agotamiento del derecho de distribución.- El derecho de distribución mediante venta u otra transferencia de la propiedad se agota con la primera venta u otra forma de transferencia de la propiedad del original o copias después de que se hubiesen introducido en el comercio de cualquier país. Este derecho se agota respecto de las sucesivas reventas dentro del país o el extranjero, pero no se agota ni afecta el derecho exclusivo para impedir el arrendamiento de los ejemplares vendidos.	https://wipolex.wipo.int/es/text/439410	Enlace a la norma	Código Ingenios Artículo 212 num. 9 v	Artículo 212. Actos que no requieren autorización para su uso.- Sin perjuicio de lo dispuesto en el artículo anterior, de conformidad con la naturaleza de la obra, los instrumentos internacionales de los que Ecuador es parte y los principios de este Código, no constituirá violación de los derechos patrimoniales del titular de derechos, aquellos casos determinados en el presente artículo, siempre que no atenten contra la normal explotación de las obras y no causen perjuicio injustificado a los legítimos intereses del titular o titulares de los derechos. En este sentido, los siguientes actos no requieren la autorización del titular de los derechos ni están sujetos a remuneración alguna: (...) 9. La reproducción en forma individual de una obra por una biblioteca, archivo o museo, cuando el ejemplar respectivo se encuentre en la colección de la biblioteca, archivo o museo, y dicha reproducción se realice con los siguientes fines: (...) v. El suministro de acceso temporal a los usuarios de la biblioteca o archivo, o a otras bibliotecas o archivos, a las obras protegidas por derechos de autor o prestaciones protegidas por derechos conexos que se encuentren incorporadas en un soporte digital o en otro medio intangible, que se encuentren dentro de sus colecciones;	https://wipolex.wipo.int/es/text/439410	Enlace a la norma												
México	Bibliotecas y archivos	no existe	Préstamo público																				
Panamá	Bibliotecas y archivos	insuficiente	Préstamo público	Ley 64 Artículo 69 num. 6	Artículo 69. También en relación con las obras ya divulgadas lícitamente se permite sin autorización del autor: (...) 6. El préstamo al público del ejemplar lícito de una obra expresada por escrito, por una biblioteca o archivo cuyas actividades no tengan directa o indirectamente finalidades de lucro.	https://www.wipo.int/edocs/lexdocs/laws/es/pa/pa043es.pdf	Enlace a la norma																
Paraguay	Bibliotecas y archivos	insuficiente	Préstamo público	Ley 1328 Artículo 39 num. 5	Artículo 39. Respecto de las obras ya divulgadas, es permitida sin autorización del autor ni pago de remuneración: (...) 5. el préstamo al público del ejemplar lícito de una obra expresada por escrito, por una biblioteca o archivo cuyas actividades no tengan directa o indirectamente fines de lucro;	https://wipolex.wipo.int/es/text/129429	Enlace a la norma																
Perú	Bibliotecas y archivos	insuficiente	Préstamo público	Decreto Legislativo 822 Artículo 43 f	Artículo 43. Respecto de las obras ya divulgadas lícitamente, es permitida sin autorización del autor: (...) f. El préstamo al público del ejemplar lícito de una obra por una biblioteca o archivo cuyas actividades no tengan directa o indirectamente fines de lucro.	https://wipolex.wipo.int/en/text/506917	Enlace a la norma																
Uruguay	Bibliotecas y archivos	no existe	Préstamo público																				
Argentina	Bibliotecas y archivos	no existe	Intercambios entre bibliotecas																				
Brasil	Bibliotecas y archivos	no existe	Intercambios entre bibliotecas																				
Chile	Bibliotecas y archivos	suficiente	Intercambios entre bibliotecas	Ley 17336 Artículo 18 lit.e inc. 2	Artículo 18. Sólo el titular del derecho de autor o quienes estuvieren expresamente autorizados por él, tendrán el derecho de utilizar la obra en alguna de las siguientes formas: (...) e) La distribución al público mediante venta, o cualquier otra transferencia de propiedad del original o de los ejemplares de su obra que no hayan sido objeto de una venta u otra transferencia de propiedad autorizada por él o de conformidad con esta ley. Con todo, la primera venta u otra transferencia de propiedad en Chile o el extranjero, agota el derecho de distribución nacional e internacionalmente con respecto del original o ejemplar transferido.	https://www.bcn.cl/leychile/navegar?idNorma=28933&idParte=8636864	Enlace a la norma																
Colombia	Bibliotecas y archivos	suficiente	Intercambios entre bibliotecas	Ley 23 Artículo 38	Artículo 38. Las bibliotecas públicas pueden reproducir para el uso exclusivo de sus lectores y cuando ello sea necesario para su conservación, o para el servicio de préstamos a otras bibliotecas, también públicas, una copia de obras protegidas depositadas en sus colecciones o archivos que se encuentran agotadas en el mercado local. Estas copias pueden ser también reproducidas, en una sola copia, por la biblioteca que las reciba en caso de que ello sea necesario para su conservación, y con el único fin de que ellas sean utilizadas por sus lectores.	http://derechodeautor.gov.co:8080/documents/10181/20095192/LEY+23+DEL+28+DE+ENERO+DE+1982++LEY+DE+DERECHOS+DE+AUTOR.pdf/9583a270-441d-4be6-a11a-f5e4676bfc3c	Enlace a la norma																
Ecuador	Bibliotecas y archivos	suficiente	Intercambios entre bibliotecas	Código Ingenios Artículo 212 num. 9 b y v	Artículo 212. Actos que no requieren autorización para su uso.- Sin perjuicio de lo dispuesto en el artículo anterior, de conformidad con la naturaleza de la obra, los instrumentos internacionales de los que Ecuador es parte y los principios de este Código, no constituirá violación de los derechos patrimoniales del titular de derechos, aquellos casos determinados en el presente artículo, siempre que no atenten contra la normal explotación de las obras y no causen perjuicio injustificado a los legítimos intereses del titular o titulares de los derechos. En este sentido, los siguientes actos no requieren la autorización del titular de los derechos ni están sujetos a remuneración alguna: (...) 9. La reproducción en forma individual de una obra por una biblioteca, archivo o museo, cuando el ejemplar respectivo se encuentre en la colección de la biblioteca, archivo o museo, y dicha reproducción se realice con los siguientes fines: (...) b. Entregar a otra biblioteca o archivo el ejemplar reproducido para fines de préstamo a los usuarios de esta biblioteca o archivo. La biblioteca o archivo que reciba el ejemplar podrá a su vez realizar una copia de él si ello es necesario para la conservación del ejemplar y la copia se destina a la utilización por parte de sus usuarios; (...) v. El suministro de acceso temporal a los usuarios de la biblioteca o archivo, o a otras bibliotecas o archivos, a las obras protegidas por derechos de autor o prestaciones protegidas por derechos conexos que se encuentren incorporadas en un soporte digital o en otro medio intangible, que se encuentren dentro de sus colecciones;	https://wipolex.wipo.int/es/text/439410	Enlace a la norma																
México	Bibliotecas y archivos	no existe	Intercambios entre bibliotecas																				
Panamá	Bibliotecas y archivos	no existe	Intercambios entre bibliotecas																				
Paraguay	Bibliotecas y archivos	no existe	Intercambios entre bibliotecas																				
Perú	Bibliotecas y archivos	no existe	Intercambios entre bibliotecas																				
Uruguay	Bibliotecas y archivos	no existe	Intercambios entre bibliotecas																				
Argentina	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Brasil	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Chile	Bibliotecas y archivos	suficiente	Servicios de reproducción	Ley 17336 Artículo 71 J	Artículo 71 J. Las bibliotecas y archivos que no tengan fines lucrativos podrán, sin que se requiera autorización del autor o titular, ni pago de remuneración alguna, efectuar copias de fragmentos de obras que se encuentren en sus colecciones, a solicitud de un usuario de la biblioteca o archivo exclusivamente para su uso personal. Las copias a que se refiere el inciso anterior sólo podrán ser realizadas por la respectiva biblioteca o archivo.	https://www.bcn.cl/leychile/navegar?idNorma=28933&idParte=8917027	Enlace a la norma																
Colombia	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Ecuador	Bibliotecas y archivos	suficiente	Servicios de reproducción	Código Ingenios Artículo 212 num. 9 i	Artículo 212. Actos que no requieren autorización para su uso.- Sin perjuicio de lo dispuesto en el artículo anterior, de conformidad con la naturaleza de la obra, los instrumentos internacionales de los que Ecuador es parte y los principios de este Código, no constituirá violación de los derechos patrimoniales del titular de derechos, aquellos casos determinados en el presente artículo, siempre que no atenten contra la normal explotación de las obras y no causen perjuicio injustificado a los legítimos intereses del titular o titulares de los derechos. En este sentido, los siguientes actos no requieren la autorización del titular de los derechos ni están sujetos a remuneración alguna: (...) 9. La reproducción en forma individual de una obra por una biblioteca, archivo o museo, cuando el ejemplar respectivo se encuentre en la colección de la biblioteca, archivo o museo, y dicha reproducción se realice con los siguientes fines: (...) i. La reproducción de fragmentos de obras que se encuentren en su colección, a solicitud de un usuario de la biblioteca o archivo exclusivamente para su uso personal;	https://wipolex.wipo.int/es/text/439410	Enlace a la norma																
México	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Panamá	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Paraguay	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Perú	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Uruguay	Bibliotecas y archivos	no existe	Servicios de reproducción																				
Argentina	Bibliotecas y archivos	no existe	Preservación																				
Brasil	Bibliotecas y archivos	no existe	Preservación																				
Chile	Bibliotecas y archivos	insuficiente	Preservación	Ley 17336 Artículo 71 I a	Artículo 71 I. Las bibliotecas y archivos que no tengan fines lucrativos podrán, sin que se requiera autorización del autor o titular ni pago de remuneración alguna, reproducir una obra que no se encuentre disponible en el mercado, en los siguientes casos: a) Cuando el ejemplar se encuentre en su colección permanente y ello sea necesario a los efectos de preservar dicho ejemplar o sustituirlo en caso de pérdida o deterioro, hasta un máximo de dos copias.	https://www.bcn.cl/leychile/navegar?idNorma=28933&idParte=8917026	Enlace a la norma																
Colombia	Bibliotecas y archivos	insuficiente	Preservación	Ley 23 Artículo 38	Artículo 38. Las bibliotecas públicas pueden reproducir para el uso exclusivo de sus lectores y cuando ello sea necesario para su conservación, o para el servicio de préstamos a otras bibliotecas, también públicas, una copia de obras protegidas depositadas en sus colecciones o archivos que se encuentran agotadas en el mercado local. Estas copias pueden ser también reproducidas, en una sola copia, por la biblioteca que las reciba en caso de que ello sea necesario para su conservación, y con el único fin de que ellas sean utilizadas por sus lectores.	http://derechodeautor.gov.co:8080/documents/10181/20095192/LEY+23+DEL+28+DE+ENERO+DE+1982++LEY+DE+DERECHOS+DE+AUTOR.pdf/9583a270-441d-4be6-a11a-f5e4676bfc3c	Enlace a la norma																
Ecuador	Bibliotecas y archivos	suficiente	Preservación	Código Ingenios Artículo 212 num. 9 a	Artículo 212. Actos que no requieren autorización para su uso.- Sin perjuicio de lo dispuesto en el artículo anterior, de conformidad con la naturaleza de la obra, los instrumentos internacionales de los que Ecuador es parte y los principios de este Código, no constituirá violación de los derechos patrimoniales del titular de derechos, aquellos casos determinados en el presente artículo, siempre que no atenten contra la normal explotación de las obras y no causen perjuicio injustificado a los legítimos intereses del titular o titulares de los derechos. En este sentido, los siguientes actos no requieren la autorización del titular de los derechos ni están sujetos a remuneración alguna: (...) 9. La reproducción en forma individual de una obra por una biblioteca, archivo o museo, cuando el ejemplar respectivo se encuentre en la colección de la biblioteca, archivo o museo, y dicha reproducción se realice con los siguientes fines: (...) a. Preservar el ejemplar y sustituirlo en caso de extravío, destrucción o inutilización;	https://wipolex.wipo.int/es/text/439410	Enlace a la norma																
México	Bibliotecas y archivos	suficiente	Preservación	Ley Federal del Derecho de Autor Artículo 148 V	Artículo 148. Las obras literarias y artísticas ya divulgadas podrán utilizarse, siempre que no se afecte la explotación normal de la obra, sin autorización del titular del derecho patrimonial y sin remuneración, citando invariablemente la fuente y sin alterar la obra, sólo en los siguientes casos: (...) V. Reproducción de una sola copia, por parte de un archivo o biblioteca, por razones de seguridad y preservación, y que se encuentre agotada, descatalogada y en peligro de desaparecer;	https://wipolex.wipo.int/en/text/579009	Enlace a la norma																
Panamá	Bibliotecas y archivos	insuficiente	Preservación	Ley 64 Artículo 69 num. 2	Artículo 69. También en relación con las obras ya divulgadas lícitamente se permite sin autorización del autor: (...) 2. La reproducción individual de una obra por bibliotecas o archivos que no tengan fines de lucro, cuando el ejemplar se encuentre en su colección permanente, para preservarlo y sustituirlo en caso de necesidad; o para sustituir en la colección permanente de otra biblioteca o archivo un ejemplar que se haya extraviado, destruido o inutilizado, siempre que no resulte posible adquirir tal ejemplar en plazo y condiciones razonables.	https://www.wipo.int/edocs/lexdocs/laws/es/pa/pa043es.pdf	Enlace a la norma																
